2025-11-09 01:15:45.651 | INFO     | dynamic_tools.services.http_client:__init__:37 - HTTPClientService initialized with timeout=30.0s, max_retries=3
2025-11-09 01:15:45.651 | INFO     | dynamic_tools.services.http_client:execute:122 - Executing HTTP request: GET https://api.example.com/users
2025-11-09 01:15:45.681 | INFO     | dynamic_tools.services.http_client:execute:178 - HTTP request completed: 200 in 30.18ms
2025-11-09 01:15:45.693 | INFO     | dynamic_tools.services.http_client:__init__:37 - HTTPClientService initialized with timeout=30.0s, max_retries=3
2025-11-09 01:15:45.693 | INFO     | dynamic_tools.services.http_client:execute:122 - Executing HTTP request: POST https://api.example.com/users
2025-11-09 01:15:45.722 | INFO     | dynamic_tools.services.http_client:execute:178 - HTTP request completed: 201 in 28.41ms
2025-11-09 01:15:45.725 | INFO     | dynamic_tools.services.http_client:__init__:37 - HTTPClientService initialized with timeout=30.0s, max_retries=3
2025-11-09 01:15:45.725 | INFO     | dynamic_tools.services.http_client:execute:122 - Executing HTTP request: GET https://api.example.com/protected
2025-11-09 01:15:45.753 | INFO     | dynamic_tools.services.http_client:execute:178 - HTTP request completed: 200 in 27.96ms
2025-11-09 01:15:45.756 | INFO     | dynamic_tools.services.http_client:__init__:37 - HTTPClientService initialized with timeout=30.0s, max_retries=3
2025-11-09 01:15:45.756 | INFO     | dynamic_tools.services.http_client:execute:122 - Executing HTTP request: GET https://api.example.com/search
2025-11-09 01:15:45.785 | INFO     | dynamic_tools.services.http_client:execute:178 - HTTP request completed: 200 in 28.85ms
2025-11-09 01:15:45.788 | INFO     | dynamic_tools.services.http_client:__init__:37 - HTTPClientService initialized with timeout=30.0s, max_retries=3
2025-11-09 01:15:45.788 | INFO     | dynamic_tools.services.http_client:execute:122 - Executing HTTP request: PUT https://api.example.com/users/123
2025-11-09 01:15:45.817 | INFO     | dynamic_tools.services.http_client:execute:178 - HTTP request completed: 200 in 29.18ms
2025-11-09 01:15:45.820 | INFO     | dynamic_tools.services.http_client:__init__:37 - HTTPClientService initialized with timeout=30.0s, max_retries=3
2025-11-09 01:15:45.820 | INFO     | dynamic_tools.services.http_client:execute:122 - Executing HTTP request: DELETE https://api.example.com/users/123
2025-11-09 01:15:45.849 | INFO     | dynamic_tools.services.http_client:execute:178 - HTTP request completed: 204 in 28.52ms
2025-11-09 01:15:45.852 | INFO     | dynamic_tools.services.http_client:__init__:37 - HTTPClientService initialized with timeout=30.0s, max_retries=3
2025-11-09 01:15:45.852 | INFO     | dynamic_tools.services.http_client:execute:122 - Executing HTTP request: PATCH https://api.example.com/users/123
2025-11-09 01:15:45.880 | INFO     | dynamic_tools.services.http_client:execute:178 - HTTP request completed: 200 in 28.08ms
2025-11-09 01:15:45.883 | INFO     | dynamic_tools.services.http_client:__init__:37 - HTTPClientService initialized with timeout=0.001s, max_retries=3
2025-11-09 01:15:45.883 | INFO     | dynamic_tools.services.http_client:execute:122 - Executing HTTP request: GET https://httpbin.org/delay/10
2025-11-09 01:15:45.912 | ERROR    | dynamic_tools.services.http_client:_execute_with_retry:105 - HTTP request failed: 
2025-11-09 01:15:46.916 | ERROR    | dynamic_tools.services.http_client:_execute_with_retry:105 - HTTP request failed: 
2025-11-09 01:15:48.920 | ERROR    | dynamic_tools.services.http_client:_execute_with_retry:105 - HTTP request failed: 
2025-11-09 01:15:48.921 | ERROR    | dynamic_tools.services.http_client:execute:189 - HTTP request timed out after 3038.38ms
2025-11-09 01:15:48.924 | INFO     | dynamic_tools.services.http_client:__init__:37 - HTTPClientService initialized with timeout=30.0s, max_retries=3
2025-11-09 01:15:48.924 | INFO     | dynamic_tools.services.http_client:execute:122 - Executing HTTP request: GET https://api.example.com/unstable
2025-11-09 01:15:48.954 | WARNING  | dynamic_tools.services.http_client:_execute_with_retry:90 - Server error 500 for GET https://api.example.com/unstable, will retry
2025-11-09 01:15:48.954 | ERROR    | dynamic_tools.services.http_client:_execute_with_retry:98 - 5xx error, will retry: Server error '500 Internal Server Error' for url 'https://api.example.com/unstable'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/500
2025-11-09 01:15:49.956 | INFO     | dynamic_tools.services.http_client:execute:178 - HTTP request completed: 200 in 1032.08ms
2025-11-09 01:15:49.960 | INFO     | dynamic_tools.services.http_client:__init__:37 - HTTPClientService initialized with timeout=30.0s, max_retries=2
2025-11-09 01:15:49.961 | INFO     | dynamic_tools.services.http_client:execute:122 - Executing HTTP request: GET https://api.example.com/broken
2025-11-09 01:15:49.990 | WARNING  | dynamic_tools.services.http_client:_execute_with_retry:90 - Server error 500 for GET https://api.example.com/broken, will retry
2025-11-09 01:15:49.990 | ERROR    | dynamic_tools.services.http_client:_execute_with_retry:98 - 5xx error, will retry: Server error '500 Internal Server Error' for url 'https://api.example.com/broken'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/500
2025-11-09 01:15:50.992 | WARNING  | dynamic_tools.services.http_client:_execute_with_retry:90 - Server error 500 for GET https://api.example.com/broken, will retry
2025-11-09 01:15:50.992 | ERROR    | dynamic_tools.services.http_client:_execute_with_retry:98 - 5xx error, will retry: Server error '500 Internal Server Error' for url 'https://api.example.com/broken'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/500
2025-11-09 01:15:52.995 | WARNING  | dynamic_tools.services.http_client:_execute_with_retry:90 - Server error 500 for GET https://api.example.com/broken, will retry
